case_number,court_id,alert_type,message,severity
CASE/5568/2017,UTT-ALL-12,LONG_PENDING,📛 Case pending for 7.3 years [Motor_Accident].,HIGH
CASE/5568/2017,UTT-ALL-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/0282/2020,UTT-ALL-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/2141/2023,UTT-ALL-12,LONG_PENDING,📛 Case pending for 9.0 years [Commercial].,HIGH
CASE/2141/2023,UTT-ALL-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/5259/2015,UTT-ALL-12,LONG_PENDING,📛 Case pending for 9.7 years [Matrimonial].,HIGH
CASE/5259/2015,UTT-ALL-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/2157/2020,UTT-ALL-12,LONG_PENDING,📛 Case pending for 7.4 years [Matrimonial].,HIGH
CASE/2157/2020,UTT-ALL-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/1106/2023,UTT-ALL-12,LONG_PENDING,📛 Case pending for 6.9 years [General_Criminal].,HIGH
CASE/1106/2023,UTT-ALL-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/6365/2021,UTT-ALL-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/8047/2017,UTT-ALL-12,LONG_PENDING,📛 Case pending for 7.4 years [General_Civil].,HIGH
CASE/8047/2017,UTT-ALL-12,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/5898/2022,UTT-ALL-12,STAGE_STAGNATION,🟠 Stagnant in 'Arguments' stage for 211 days.,HIGH
CASE/1679/2016,UTT-ALL-13,CRITICAL_PRIORITY,🔴 Critical priority case [SC_ST] — Immediate attention required. Score: 81.3,CRITICAL
CASE/1679/2016,UTT-ALL-13,LONG_PENDING,📛 Case pending for 6.5 years [SC_ST].,HIGH
CASE/1679/2016,UTT-ALL-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/3200/2022,UTT-ALL-13,CRITICAL_PRIORITY,🔴 Critical priority case [POCSO] — Immediate attention required. Score: 78.8,CRITICAL
CASE/3200/2022,UTT-ALL-13,LONG_PENDING,📛 Case pending for 7.0 years [POCSO].,HIGH
CASE/3200/2022,UTT-ALL-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/4149/2024,UTT-ALL-13,CRITICAL_PRIORITY,🔴 Critical priority case [POCSO] — Immediate attention required. Score: 78.7,CRITICAL
CASE/4149/2024,UTT-ALL-13,LONG_PENDING,📛 Case pending for 6.8 years [POCSO].,HIGH
CASE/4149/2024,UTT-ALL-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/0071/2021,UTT-ALL-13,LONG_PENDING,📛 Case pending for 9.8 years [NDPS].,HIGH
CASE/0071/2021,UTT-ALL-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/2436/2015,UTT-ALL-13,LONG_PENDING,📛 Case pending for 7.3 years [POCSO].,HIGH
CASE/2436/2015,UTT-ALL-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/7207/2019,UTT-ALL-13,LONG_PENDING,📛 Case pending for 8.4 years [Matrimonial].,HIGH
CASE/7207/2019,UTT-ALL-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/7298/2022,UTT-ALL-13,LONG_PENDING,📛 Case pending for 8.2 years [NDPS].,HIGH
CASE/7298/2022,UTT-ALL-13,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/4734/2018,UTT-ALL-14,LONG_PENDING,📛 Case pending for 8.7 years [Commercial].,HIGH
CASE/4734/2018,UTT-ALL-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/8202/2016,UTT-ALL-14,LONG_PENDING,📛 Case pending for 10.0 years [Matrimonial].,HIGH
CASE/8202/2016,UTT-ALL-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/3157/2015,UTT-ALL-14,LONG_PENDING,📛 Case pending for 9.6 years [Motor_Accident].,HIGH
CASE/3157/2015,UTT-ALL-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/8085/2021,UTT-ALL-14,LONG_PENDING,📛 Case pending for 5.3 years [Matrimonial].,HIGH
CASE/8085/2021,UTT-ALL-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/8585/2016,UTT-ALL-14,LONG_PENDING,📛 Case pending for 5.6 years [General_Criminal].,HIGH
CASE/8585/2016,UTT-ALL-14,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/4705/2016,UTT-ALL-14,LONG_PENDING,📛 Case pending for 6.0 years [General_Civil].,HIGH
CASE/3938/2022,UTT-ALL-14,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 298 days.,HIGH
CASE/8086/2016,UTT-ALL-15,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 78.7,CRITICAL
CASE/8086/2016,UTT-ALL-15,LONG_PENDING,📛 Case pending for 9.1 years [Senior_Citizen].,HIGH
CASE/8086/2016,UTT-ALL-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/1426/2017,UTT-ALL-15,CRITICAL_PRIORITY,🔴 Critical priority case [NDPS] — Immediate attention required. Score: 77.6,CRITICAL
CASE/1426/2017,UTT-ALL-15,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 1958 days. Bail eligibility to be reviewed.,CRITICAL
CASE/1426/2017,UTT-ALL-15,LONG_PENDING,📛 Case pending for 5.4 years [NDPS].,HIGH
CASE/1426/2017,UTT-ALL-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/1276/2019,UTT-ALL-15,CRITICAL_PRIORITY,🔴 Critical priority case [Commercial] — Immediate attention required. Score: 76.2,CRITICAL
CASE/1276/2019,UTT-ALL-15,LONG_PENDING,📛 Case pending for 8.1 years [Commercial].,HIGH
CASE/1276/2019,UTT-ALL-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/3514/2023,UTT-ALL-15,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 76.0,CRITICAL
CASE/3514/2023,UTT-ALL-15,LONG_PENDING,📛 Case pending for 5.5 years [Senior_Citizen].,HIGH
CASE/3514/2023,UTT-ALL-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/5097/2017,UTT-ALL-15,LONG_PENDING,📛 Case pending for 6.6 years [POCSO].,HIGH
CASE/5097/2017,UTT-ALL-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/3632/2016,UTT-ALL-15,STAGE_STAGNATION,🟠 Stagnant in 'Arguments' stage for 191 days.,HIGH
CASE/3632/2016,UTT-ALL-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/9658/2018,UTT-ALL-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/1971/2021,UTT-ALL-15,LONG_PENDING,📛 Case pending for 5.7 years [General_Criminal].,HIGH
CASE/1971/2021,UTT-ALL-15,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/1723/2020,UTT-ALL-15,STAGE_STAGNATION,🟠 Stagnant in 'Judgment' stage for 808 days.,HIGH
CASE/1723/2020,UTT-ALL-15,LONG_PENDING,📛 Case pending for 5.7 years [Property_Dispute].,HIGH
CASE/0028/2021,UTT-ALL-15,STAGE_STAGNATION,🟠 Stagnant in 'Arguments' stage for 301 days.,HIGH
CASE/6450/2021,UTT-ALL-16,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 564 days.,HIGH
CASE/6450/2021,UTT-ALL-16,LONG_PENDING,📛 Case pending for 7.2 years [General_Civil].,HIGH
CASE/6450/2021,UTT-ALL-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/4620/2017,UTT-ALL-16,LONG_PENDING,📛 Case pending for 8.6 years [POCSO].,HIGH
CASE/4620/2017,UTT-ALL-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/7064/2016,UTT-ALL-16,LONG_PENDING,📛 Case pending for 5.7 years [POCSO].,HIGH
CASE/7064/2016,UTT-ALL-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/1408/2024,UTT-ALL-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/9038/2020,UTT-ALL-16,LONG_PENDING,📛 Case pending for 8.7 years [Property_Dispute].,HIGH
CASE/9038/2020,UTT-ALL-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/2077/2021,UTT-ALL-16,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/8750/2023,UTT-ALL-16,LONG_PENDING,📛 Case pending for 5.9 years [General_Civil].,HIGH
CASE/0094/2021,UTT-ALL-16,STAGE_STAGNATION,🟠 Stagnant in 'Notice' stage for 419 days.,HIGH
CASE/7091/2024,UTT-ALL-17,CRITICAL_PRIORITY,🔴 Critical priority case [General_Civil] — Immediate attention required. Score: 79.0,CRITICAL
CASE/7091/2024,UTT-ALL-17,STAGE_STAGNATION,🟠 Stagnant in 'Arguments' stage for 202 days.,HIGH
CASE/7091/2024,UTT-ALL-17,LONG_PENDING,📛 Case pending for 9.5 years [General_Civil].,HIGH
CASE/7091/2024,UTT-ALL-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/7709/2024,UTT-ALL-17,CRITICAL_PRIORITY,🔴 Critical priority case [POCSO] — Immediate attention required. Score: 78.3,CRITICAL
CASE/7709/2024,UTT-ALL-17,LONG_PENDING,📛 Case pending for 6.3 years [POCSO].,HIGH
CASE/7709/2024,UTT-ALL-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/2701/2021,UTT-ALL-17,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 78.0,CRITICAL
CASE/2701/2021,UTT-ALL-17,LONG_PENDING,📛 Case pending for 8.3 years [Senior_Citizen].,HIGH
CASE/2701/2021,UTT-ALL-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/0436/2021,UTT-ALL-17,CRITICAL_PRIORITY,🔴 Critical priority case [Commercial] — Immediate attention required. Score: 76.1,CRITICAL
CASE/0436/2021,UTT-ALL-17,LONG_PENDING,📛 Case pending for 8.1 years [Commercial].,HIGH
CASE/0436/2021,UTT-ALL-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/3441/2022,UTT-ALL-17,CRITICAL_PRIORITY,🔴 Critical priority case [Property_Dispute] — Immediate attention required. Score: 75.7,CRITICAL
CASE/3441/2022,UTT-ALL-17,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 264 days.,HIGH
CASE/3441/2022,UTT-ALL-17,LONG_PENDING,📛 Case pending for 9.6 years [Property_Dispute].,HIGH
CASE/3441/2022,UTT-ALL-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/5987/2018,UTT-ALL-17,LONG_PENDING,📛 Case pending for 9.2 years [General_Civil].,HIGH
CASE/5987/2018,UTT-ALL-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/0647/2016,UTT-ALL-17,LONG_PENDING,📛 Case pending for 6.8 years [SC_ST].,HIGH
CASE/0647/2016,UTT-ALL-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/1351/2017,UTT-ALL-17,LONG_PENDING,📛 Case pending for 5.5 years [SC_ST].,HIGH
CASE/1351/2017,UTT-ALL-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/8470/2016,UTT-ALL-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/4423/2024,UTT-ALL-17,LONG_PENDING,📛 Case pending for 5.2 years [Motor_Accident].,HIGH
CASE/4423/2024,UTT-ALL-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/1604/2022,UTT-ALL-17,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/1253/2017,UTT-ALL-17,STAGE_STAGNATION,🟠 Stagnant in 'Notice' stage for 327 days.,HIGH
CASE/9484/2020,UTT-ALL-18,LONG_PENDING,📛 Case pending for 9.2 years [POCSO].,HIGH
CASE/9484/2020,UTT-ALL-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/9463/2015,UTT-ALL-18,LONG_PENDING,📛 Case pending for 8.6 years [General_Civil].,HIGH
CASE/9463/2015,UTT-ALL-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/6360/2023,UTT-ALL-18,LONG_PENDING,📛 Case pending for 7.3 years [SC_ST].,HIGH
CASE/6360/2023,UTT-ALL-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/6473/2024,UTT-ALL-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/5643/2020,UTT-ALL-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/2759/2024,UTT-ALL-18,LONG_PENDING,📛 Case pending for 8.9 years [General_Civil].,HIGH
CASE/2759/2024,UTT-ALL-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/4694/2015,UTT-ALL-18,LONG_PENDING,📛 Case pending for 8.1 years [General_Civil].,HIGH
CASE/4694/2015,UTT-ALL-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/3359/2021,UTT-ALL-18,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/9332/2024,UTT-ALL-18,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 272 days.,HIGH
CASE/6279/2016,UTT-ALL-19,LONG_PENDING,📛 Case pending for 9.7 years [Motor_Accident].,HIGH
CASE/6279/2016,UTT-ALL-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/9170/2015,UTT-ALL-19,LONG_PENDING,📛 Case pending for 7.4 years [Motor_Accident].,HIGH
CASE/9170/2015,UTT-ALL-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/0740/2019,UTT-ALL-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/5889/2023,UTT-ALL-19,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/0603/2023,UTT-ALL-20,LONG_PENDING,📛 Case pending for 9.4 years [POCSO].,HIGH
CASE/0603/2023,UTT-ALL-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/6256/2015,UTT-ALL-20,LONG_PENDING,📛 Case pending for 7.3 years [SC_ST].,HIGH
CASE/6256/2015,UTT-ALL-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/2303/2017,UTT-ALL-20,LONG_PENDING,📛 Case pending for 7.6 years [Senior_Citizen].,HIGH
CASE/2303/2017,UTT-ALL-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/6162/2023,UTT-ALL-20,LONG_PENDING,📛 Case pending for 5.5 years [SC_ST].,HIGH
CASE/6162/2023,UTT-ALL-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/1531/2023,UTT-ALL-20,LONG_PENDING,📛 Case pending for 6.3 years [Matrimonial].,HIGH
CASE/1531/2023,UTT-ALL-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/3674/2018,UTT-ALL-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/9407/2016,UTT-ALL-20,LONG_PENDING,📛 Case pending for 9.0 years [General_Criminal].,HIGH
CASE/9407/2016,UTT-ALL-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/6917/2023,UTT-ALL-20,LONG_PENDING,📛 Case pending for 9.1 years [Property_Dispute].,HIGH
CASE/6917/2023,UTT-ALL-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/4357/2017,UTT-ALL-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/9089/2022,UTT-ALL-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/2286/2023,UTT-ALL-20,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/7011/2023,UTT-KAN-01,CRITICAL_PRIORITY,🔴 Critical priority case [POCSO] — Immediate attention required. Score: 78.6,CRITICAL
CASE/7011/2023,UTT-KAN-01,LONG_PENDING,📛 Case pending for 6.6 years [POCSO].,HIGH
CASE/7011/2023,UTT-KAN-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/1816/2021,UTT-KAN-01,STAGE_STAGNATION,🟠 Stagnant in 'Execution' stage for 338 days.,HIGH
CASE/1816/2021,UTT-KAN-01,LONG_PENDING,📛 Case pending for 6.5 years [General_Civil].,HIGH
CASE/1816/2021,UTT-KAN-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/6362/2016,UTT-KAN-01,LONG_PENDING,📛 Case pending for 9.8 years [Commercial].,HIGH
CASE/6362/2016,UTT-KAN-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/2207/2017,UTT-KAN-01,LONG_PENDING,📛 Case pending for 8.9 years [Commercial].,HIGH
CASE/2207/2017,UTT-KAN-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/3837/2020,UTT-KAN-01,LONG_PENDING,📛 Case pending for 7.3 years [Commercial].,HIGH
CASE/3837/2020,UTT-KAN-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/7539/2020,UTT-KAN-01,LONG_PENDING,📛 Case pending for 9.0 years [Matrimonial].,HIGH
CASE/7539/2020,UTT-KAN-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/6099/2016,UTT-KAN-01,LONG_PENDING,📛 Case pending for 9.0 years [General_Criminal].,HIGH
CASE/6099/2016,UTT-KAN-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/1513/2021,UTT-KAN-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/8017/2015,UTT-KAN-01,LONG_PENDING,📛 Case pending for 6.9 years [Matrimonial].,HIGH
CASE/8017/2015,UTT-KAN-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/3946/2018,UTT-KAN-01,LONG_PENDING,📛 Case pending for 6.6 years [General_Civil].,HIGH
CASE/3946/2018,UTT-KAN-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/2555/2019,UTT-KAN-01,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/2164/2020,UTT-KAN-02,CRITICAL_PRIORITY,🔴 Critical priority case [Senior_Citizen] — Immediate attention required. Score: 78.5,CRITICAL
CASE/2164/2020,UTT-KAN-02,LONG_PENDING,📛 Case pending for 8.9 years [Senior_Citizen].,HIGH
CASE/2164/2020,UTT-KAN-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/1133/2020,UTT-KAN-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/0889/2016,UTT-KAN-02,LONG_PENDING,📛 Case pending for 8.1 years [Senior_Citizen].,HIGH
CASE/0889/2016,UTT-KAN-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/7200/2021,UTT-KAN-02,LONG_PENDING,📛 Case pending for 9.2 years [Commercial].,HIGH
CASE/7200/2021,UTT-KAN-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/9027/2016,UTT-KAN-02,LONG_PENDING,📛 Case pending for 6.6 years [Senior_Citizen].,HIGH
CASE/9027/2016,UTT-KAN-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/8206/2019,UTT-KAN-02,LONG_PENDING,📛 Case pending for 9.9 years [General_Civil].,HIGH
CASE/8206/2019,UTT-KAN-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Civil] case.,CRITICAL
CASE/3741/2024,UTT-KAN-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/8225/2022,UTT-KAN-02,LONG_PENDING,📛 Case pending for 7.6 years [General_Criminal].,HIGH
CASE/8225/2022,UTT-KAN-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/8635/2021,UTT-KAN-02,LONG_PENDING,📛 Case pending for 7.3 years [Motor_Accident].,HIGH
CASE/8635/2021,UTT-KAN-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/9943/2016,UTT-KAN-02,LONG_PENDING,📛 Case pending for 6.6 years [Motor_Accident].,HIGH
CASE/9943/2016,UTT-KAN-02,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/2918/2024,UTT-KAN-03,CRITICAL_PRIORITY,🔴 Critical priority case [NDPS] — Immediate attention required. Score: 79.2,CRITICAL
CASE/2918/2024,UTT-KAN-03,UNDERTRIAL_THRESHOLD,🔴 BNSS 479: Undertrial pending 2751 days. Bail eligibility to be reviewed.,CRITICAL
CASE/2918/2024,UTT-KAN-03,LONG_PENDING,📛 Case pending for 7.5 years [NDPS].,HIGH
CASE/2918/2024,UTT-KAN-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/9971/2018,UTT-KAN-03,LONG_PENDING,📛 Case pending for 6.1 years [Commercial].,HIGH
CASE/9971/2018,UTT-KAN-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/1057/2021,UTT-KAN-03,LONG_PENDING,📛 Case pending for 7.4 years [General_Criminal].,HIGH
CASE/1057/2021,UTT-KAN-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/2991/2016,UTT-KAN-03,LONG_PENDING,📛 Case pending for 7.9 years [SC_ST].,HIGH
CASE/2991/2016,UTT-KAN-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/2435/2016,UTT-KAN-03,LONG_PENDING,📛 Case pending for 7.3 years [Senior_Citizen].,HIGH
CASE/2435/2016,UTT-KAN-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/1397/2024,UTT-KAN-03,LONG_PENDING,📛 Case pending for 6.3 years [Commercial].,HIGH
CASE/1397/2024,UTT-KAN-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/9592/2024,UTT-KAN-03,LONG_PENDING,📛 Case pending for 7.8 years [Motor_Accident].,HIGH
CASE/9592/2024,UTT-KAN-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/2957/2023,UTT-KAN-03,LONG_PENDING,📛 Case pending for 6.7 years [Motor_Accident].,HIGH
CASE/2957/2023,UTT-KAN-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Motor_Accident] case.,CRITICAL
CASE/8433/2017,UTT-KAN-03,STATUTORY_BREACH,⚠️ Statutory deadline breached for [General_Criminal] case.,CRITICAL
CASE/5554/2015,UTT-KAN-04,CRITICAL_PRIORITY,🔴 Critical priority case [Commercial] — Immediate attention required. Score: 79.9,CRITICAL
CASE/5554/2015,UTT-KAN-04,LONG_PENDING,📛 Case pending for 8.4 years [Commercial].,HIGH
CASE/5554/2015,UTT-KAN-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
CASE/7935/2021,UTT-KAN-04,LONG_PENDING,📛 Case pending for 9.5 years [SC_ST].,HIGH
CASE/7935/2021,UTT-KAN-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/4094/2021,UTT-KAN-04,LONG_PENDING,📛 Case pending for 8.1 years [SC_ST].,HIGH
CASE/4094/2021,UTT-KAN-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [SC_ST] case.,CRITICAL
CASE/3773/2020,UTT-KAN-04,LONG_PENDING,📛 Case pending for 5.6 years [Senior_Citizen].,HIGH
CASE/3773/2020,UTT-KAN-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Senior_Citizen] case.,CRITICAL
CASE/3336/2015,UTT-KAN-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/7424/2019,UTT-KAN-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [POCSO] case.,CRITICAL
CASE/5973/2019,UTT-KAN-04,LONG_PENDING,📛 Case pending for 9.2 years [NDPS].,HIGH
CASE/5973/2019,UTT-KAN-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [NDPS] case.,CRITICAL
CASE/9354/2024,UTT-KAN-04,LONG_PENDING,📛 Case pending for 6.5 years [Matrimonial].,HIGH
CASE/9354/2024,UTT-KAN-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Matrimonial] case.,CRITICAL
CASE/2284/2020,UTT-KAN-04,LONG_PENDING,📛 Case pending for 9.0 years [Property_Dispute].,HIGH
CASE/2284/2020,UTT-KAN-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Property_Dispute] case.,CRITICAL
CASE/1602/2024,UTT-KAN-04,STATUTORY_BREACH,⚠️ Statutory deadline breached for [Commercial] case.,CRITICAL
